player_slug,short_name,long_name,nationality_code,nationality_flag,position_roster,shirt_number,date_of_birth,caps,international_goals,club_roster,club_country_code,wiki_url,world_cup_apps_2026,world_cup_goals_2026,world_cup_yellow_2026,world_cup_red_2026,team_code,coach,team_wiki_url
daniel-munoz,Daniel Muñoz,Daniel Muñoz,COL,🇨🇴,DF,2,1996-05-26,46,3,Crystal Palace,ENG,https://en.wikipedia.org/wiki/Daniel_Mu%C3%B1oz_(footballer),2,2,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
jhon-lucumi,Jhon Lucumí,Jhon Lucumí,COL,🇨🇴,DF,3,1998-06-26,37,1,Bologna,ITA,https://en.wikipedia.org/wiki/Jhon_Lucum%C3%AD,2,0,1,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
santiago-arias,Santiago Arias,Santiago Arias,COL,🇨🇴,DF,4,1992-01-13,68,0,Independiente,ARG,https://en.wikipedia.org/wiki/Santiago_Arias,0,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
yerry-mina,Yerry Mina,Yerry Mina,COL,🇨🇴,DF,13,1994-09-23,54,8,Cagliari,ITA,https://en.wikipedia.org/wiki/Yerry_Mina,0,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
gustavo-puerta,Gustavo Puerta,Gustavo Puerta,COL,🇨🇴,DF,14,2003-07-23,6,1,Racing Santander,ESP,https://en.wikipedia.org/wiki/Gustavo_Puerta,2,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
johan-mojica,Johan Mojica,Johan Mojica,COL,🇨🇴,DF,17,1992-08-21,45,1,Mallorca,ESP,https://en.wikipedia.org/wiki/Johan_Mojica,2,0,1,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
willer-ditta,Willer Ditta,Willer Ditta,COL,🇨🇴,DF,18,1998-01-23,5,0,Cruz Azul,MEX,https://en.wikipedia.org/wiki/Willer_Ditta,0,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
deiver-machado,Deiver Machado,Deiver Machado,COL,🇨🇴,DF,22,1993-09-02,15,0,Nantes,FRA,https://en.wikipedia.org/wiki/Deiver_Machado,0,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
davinson-sanchez,Davinson Sánchez,Davinson Sánchez,COL,🇨🇴,DF,23,1996-06-12,79,4,Galatasaray,TUR,https://en.wikipedia.org/wiki/Davinson_S%C3%A1nchez,2,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
kevin-castano,Kevin Castaño,Kevin Castaño,COL,🇨🇴,MF,5,2000-09-29,25,0,River Plate,ARG,https://en.wikipedia.org/wiki/Kevin_Casta%C3%B1o,1,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
richard-rios,Richard Ríos,Richard Ríos,COL,🇨🇴,MF,6,2000-06-02,32,2,Benfica,POR,https://en.wikipedia.org/wiki/Richard_R%C3%ADos,2,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
jorge-carrascal,Jorge Carrascal,Jorge Carrascal,COL,🇨🇴,MF,8,1998-05-25,24,2,Flamengo,BRA,https://en.wikipedia.org/wiki/Jorge_Carrascal,0,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
james-rodriguez,James Rodríguez,James Rodríguez,COL,🇨🇴,MF,10,1991-07-12,126,31,Minnesota United FC,USA,https://en.wikipedia.org/wiki/James_Rodr%C3%ADguez,2,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
jhon-arias,Jhon Arias,Jhon Arias,COL,🇨🇴,MF,11,1997-09-21,38,6,Palmeiras,BRA,https://en.wikipedia.org/wiki/Jhon_Arias_(footballer),2,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
juan-portilla,Juan Portilla,Juan Portilla,COL,🇨🇴,MF,15,1998-09-12,10,0,Athletico Paranaense,BRA,https://en.wikipedia.org/wiki/Juan_Portilla,0,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
jefferson-lerma,Jefferson Lerma,Jefferson Lerma,COL,🇨🇴,MF,16,1994-10-25,65,5,Crystal Palace,ENG,https://en.wikipedia.org/wiki/Jefferson_Lerma,2,0,1,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
juan-fernando-quintero,Juan Fernando Quintero,Juan Fernando Quintero,COL,🇨🇴,MF,20,1993-01-18,49,6,River Plate,ARG,https://en.wikipedia.org/wiki/Juan_Fernando_Quintero,1,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
luis-diaz,Luis Díaz,Luis Díaz,COL,🇨🇴,FW,7,1997-01-13,74,22,Bayern Munich,GER,https://en.wikipedia.org/wiki/Luis_D%C3%ADaz_(footballer%2C_born_1997),2,1,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
jhon-cordoba,Jhon Córdoba,Jhon Córdoba,COL,🇨🇴,FW,9,1993-05-11,21,6,Krasnodar,RUS,https://en.wikipedia.org/wiki/Jhon_C%C3%B3rdoba,1,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
cucho-hernandez,Cucho Hernández,Cucho Hernández,COL,🇨🇴,FW,19,1999-04-20,9,2,Real Betis,ESP,https://en.wikipedia.org/wiki/Cucho_Hern%C3%A1ndez,1,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
jaminton-campaz,Jaminton Campaz,Jaminton Campaz,COL,🇨🇴,FW,21,2000-05-24,10,1,Rosario Central,ARG,https://en.wikipedia.org/wiki/Jaminton_Campaz,1,1,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
luis-suarez,Luis Suárez,Luis Suárez,COL,🇨🇴,FW,25,1997-12-02,12,5,Sporting CP,POR,https://en.wikipedia.org/wiki/Luis_Su%C3%A1rez_(footballer%2C_born_1997),2,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
andres-gomez,Andrés Gómez,Andrés Gómez,COL,🇨🇴,FW,26,2002-09-12,8,2,Vasco da Gama,BRA,https://en.wikipedia.org/wiki/Andr%C3%A9s_G%C3%B3mez_(footballer),1,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
lionel-mpasi,Lionel Mpasi,Lionel Mpasi,COD,🇨🇩,GK,1,1994-08-01,29,0,Le Havre,FRA,https://en.wikipedia.org/wiki/Lionel_Mpasi,2,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
timothy-fayulu,Timothy Fayulu,Timothy Fayulu,COD,🇨🇩,GK,16,1999-07-24,3,0,Noah,ARM,https://en.wikipedia.org/wiki/Timothy_Fayulu,0,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
matthieu-epolo,Matthieu Epolo,Matthieu Epolo,COD,🇨🇩,GK,21,2005-01-15,1,0,Standard Liège,BEL,https://en.wikipedia.org/wiki/Matthieu_Epolo,0,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
aaron-wan-bissaka,Aaron Wan-Bissaka,Aaron Wan-Bissaka,COD,🇨🇩,DF,2,1997-11-26,12,0,West Ham United,ENG,https://en.wikipedia.org/wiki/Aaron_Wan-Bissaka,2,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
steve-kapuadi,Steve Kapuadi,Steve Kapuadi,COD,🇨🇩,DF,3,1998-04-30,4,0,Widzew Łódź,POL,https://en.wikipedia.org/wiki/Steve_Kapuadi,2,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
axel-tuanzebe,Axel Tuanzebe,Axel Tuanzebe,COD,🇨🇩,DF,4,1997-11-14,14,1,Burnley,ENG,https://en.wikipedia.org/wiki/Axel_Tuanzebe,2,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
dylan-batubinsika,Dylan Batubinsika,Dylan Batubinsika,COD,🇨🇩,DF,5,1996-02-15,14,1,AEL,GRE,https://en.wikipedia.org/wiki/Dylan_Batubinsika,0,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
joris-kayembe,Joris Kayembe,Joris Kayembe,COD,🇨🇩,DF,12,1994-08-08,26,1,Genk,BEL,https://en.wikipedia.org/wiki/Joris_Kayembe,2,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
chancel-mbemba,Chancel Mbemba,Chancel Mbemba,COD,🇨🇩,DF,22,1994-08-08,109,7,Lille,FRA,https://en.wikipedia.org/wiki/Chancel_Mbemba,2,0,1,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
gedeon-kalulu,Gédéon Kalulu,Gédéon Kalulu,COD,🇨🇩,DF,24,1997-08-29,28,0,Aris Limassol,CYP,https://en.wikipedia.org/wiki/G%C3%A9d%C3%A9on_Kalulu,1,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
arthur-masuaku,Arthur Masuaku,Arthur Masuaku,COD,🇨🇩,DF,26,1993-11-07,45,4,Lens,FRA,https://en.wikipedia.org/wiki/Arthur_Masuaku,2,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
ngal-ayel-mukau,Ngal'ayel Mukau,Ngal'ayel Mukau,COD,🇨🇩,MF,6,2004-11-03,14,0,Lille,FRA,https://en.wikipedia.org/wiki/Ngal'ayel_Mukau,2,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
nathanael-mbuku,Nathanaël Mbuku,Nathanaël Mbuku,COD,🇨🇩,MF,7,2002-03-16,19,2,Montpellier,FRA,https://en.wikipedia.org/wiki/Nathana%C3%ABl_Mbuku,1,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
samuel-moutoussamy,Samuel Moutoussamy,Samuel Moutoussamy,COD,🇨🇩,MF,8,1996-08-12,58,0,Atromitos,GRE,https://en.wikipedia.org/wiki/Samuel_Moutoussamy,2,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
theo-bongonda,Théo Bongonda,Théo Bongonda,COD,🇨🇩,MF,10,1995-11-20,38,7,Spartak Moscow,RUS,https://en.wikipedia.org/wiki/Th%C3%A9o_Bongonda,0,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
noah-sadiki,Noah Sadiki,Noah Sadiki,COD,🇨🇩,MF,14,2004-12-17,20,0,Sunderland,ENG,https://en.wikipedia.org/wiki/Noah_Sadiki,2,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
aaron-tshibola,Aaron Tshibola,Aaron Tshibola,COD,🇨🇩,MF,15,1995-01-02,17,1,Kilmarnock,SCO,https://en.wikipedia.org/wiki/Aaron_Tshibola,0,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
charles-pickel,Charles Pickel,Charles Pickel,COD,🇨🇩,MF,18,1997-05-15,34,1,Espanyol,ESP,https://en.wikipedia.org/wiki/Charles_Pickel,2,0,1,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
edo-kayembe,Edo Kayembe,Edo Kayembe,COD,🇨🇩,MF,25,1998-06-03,43,2,Watford,ENG,https://en.wikipedia.org/wiki/Edo_Kayembe,2,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
brian-cipenga,Brian Cipenga,Brian Cipenga,COD,🇨🇩,FW,9,1998-03-11,8,0,Castellón,ESP,https://en.wikipedia.org/wiki/Brian_Cipenga,0,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
gael-kakuta,Gaël Kakuta,Gaël Kakuta,COD,🇨🇩,FW,11,1991-06-21,31,5,AEL,GRE,https://en.wikipedia.org/wiki/Ga%C3%ABl_Kakuta,0,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
meschak-elia,Meschak Elia,Meschak Elia,COD,🇨🇩,FW,13,1997-08-06,69,12,Alanyaspor,TUR,https://en.wikipedia.org/wiki/Meschak_Elia,0,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
cedric-bakambu,Cédric Bakambu,Cédric Bakambu,COD,🇨🇩,FW,17,1991-04-11,70,21,Real Betis,ESP,https://en.wikipedia.org/wiki/C%C3%A9dric_Bakambu,2,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
fiston-mayele,Fiston Mayele,Fiston Mayele,COD,🇨🇩,FW,19,1994-06-24,37,6,Pyramids,EGY,https://en.wikipedia.org/wiki/Fiston_Mayele,0,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
yoane-wissa,Yoane Wissa,Yoane Wissa,COD,🇨🇩,FW,20,1996-09-03,38,9,Newcastle United,ENG,https://en.wikipedia.org/wiki/Yoane_Wissa,2,1,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
simon-banza,Simon Banza,Simon Banza,COD,🇨🇩,FW,23,1996-08-13,15,2,Al Jazira,UAE,https://en.wikipedia.org/wiki/Simon_Banza,2,0,0,0,COD,Sébastien Desabre,https://en.wikipedia.org/wiki/DR_Congo_national_football_team
diogo-costa,Diogo Costa,Diogo Costa,POR,🇵🇹,GK,1,1999-09-19,43,0,Porto,POR,https://en.wikipedia.org/wiki/Diogo_Costa,2,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
jose-sa,José Sá,José Sá,POR,🇵🇹,GK,12,1993-01-17,5,0,Wolverhampton Wanderers,ENG,https://en.wikipedia.org/wiki/Jos%C3%A9_S%C3%A1,0,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
rui-silva,Rui Silva,Rui Silva,POR,🇵🇹,GK,22,1994-02-07,3,0,Sporting CP,POR,https://en.wikipedia.org/wiki/Rui_Silva_(footballer%2C_born_1994),0,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
nelson-semedo,Nélson Semedo,Nélson Semedo,POR,🇵🇹,DF,2,1993-11-16,50,0,Fenerbahçe,TUR,https://en.wikipedia.org/wiki/N%C3%A9lson_Semedo,2,0,1,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
ruben-dias,Rúben Dias,Rúben Dias,POR,🇵🇹,DF,3,1997-05-14,76,3,Manchester City,ENG,https://en.wikipedia.org/wiki/R%C3%BAben_Dias,1,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
tomas-araujo,Tomás Araújo,Tomás Araújo,POR,🇵🇹,DF,4,2002-05-16,5,0,Benfica,POR,https://en.wikipedia.org/wiki/Tom%C3%A1s_Ara%C3%BAjo,1,0,1,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
diogo-dalot,Diogo Dalot,Diogo Dalot,POR,🇵🇹,DF,5,1999-03-18,35,3,Manchester United,ENG,https://en.wikipedia.org/wiki/Diogo_Dalot,0,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
renato-veiga,Renato Veiga,Renato Veiga,POR,🇵🇹,DF,13,2003-07-29,13,1,Villarreal,ESP,https://en.wikipedia.org/wiki/Renato_Veiga,2,0,1,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
goncalo-inacio,Gonçalo Inácio,Gonçalo Inácio,POR,🇵🇹,DF,14,2001-08-25,22,2,Sporting CP,POR,https://en.wikipedia.org/wiki/Gon%C3%A7alo_In%C3%A1cio,0,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
joao-cancelo,João Cancelo,João Cancelo,POR,🇵🇹,DF,20,1994-05-27,68,12,Barcelona,ESP,https://en.wikipedia.org/wiki/Jo%C3%A3o_Cancelo,2,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
samu-costa,Samú Costa,Samú Costa,POR,🇵🇹,DF,24,2000-11-27,6,0,Mallorca,ESP,https://en.wikipedia.org/wiki/Sam%C3%BA_Costa,0,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
nuno-mendes,Nuno Mendes,Nuno Mendes,POR,🇵🇹,DF,25,2002-06-19,44,1,Paris Saint-Germain,FRA,https://en.wikipedia.org/wiki/Nuno_Mendes_(footballer%2C_born_2002),2,1,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
matheus-nunes,Matheus Nunes,Matheus Nunes,POR,🇵🇹,MF,6,1998-08-27,20,2,Manchester City,ENG,https://en.wikipedia.org/wiki/Matheus_Nunes,0,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
bruno-fernandes,Bruno Fernandes,Bruno Fernandes,POR,🇵🇹,MF,8,1994-09-08,89,29,Manchester United,ENG,https://en.wikipedia.org/wiki/Bruno_Fernandes,2,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
bernardo-silva,Bernardo Silva,Bernardo Silva,POR,🇵🇹,MF,10,1994-08-10,109,14,Manchester City,ENG,https://en.wikipedia.org/wiki/Bernardo_Silva,2,0,1,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
joao-neves,João Neves,João Neves,POR,🇵🇹,MF,15,2004-09-27,22,3,Paris Saint-Germain,FRA,https://en.wikipedia.org/wiki/Jo%C3%A3o_Neves,2,1,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
ruben-neves,Rúben Neves,Rúben Neves,POR,🇵🇹,MF,21,1997-03-13,67,1,Al-Hilal,KSA,https://en.wikipedia.org/wiki/R%C3%BAben_Neves,0,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
vitinha,Vitinha,Vitinha,POR,🇵🇹,MF,23,2000-02-13,38,0,Paris Saint-Germain,FRA,https://en.wikipedia.org/wiki/Vitinha,2,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
cristiano-ronaldo,Cristiano Ronaldo,Cristiano Ronaldo,POR,🇵🇹,FW,7,1985-02-05,228,143,Al-Nassr,KSA,https://en.wikipedia.org/wiki/Cristiano_Ronaldo,2,2,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
goncalo-ramos,Gonçalo Ramos,Gonçalo Ramos,POR,🇵🇹,FW,9,2001-06-20,25,10,Paris Saint-Germain,FRA,https://en.wikipedia.org/wiki/Gon%C3%A7alo_Ramos,1,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
joao-felix,João Félix,João Félix,POR,🇵🇹,FW,11,1999-11-10,54,12,Al-Nassr,KSA,https://en.wikipedia.org/wiki/Jo%C3%A3o_F%C3%A9lix,1,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
francisco-trincao,Francisco Trincão,Francisco Trincão,POR,🇵🇹,FW,16,1999-12-29,18,3,Sporting CP,POR,https://en.wikipedia.org/wiki/Francisco_Trinc%C3%A3o,1,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
rafael-leao,Rafael Leão,Rafael Leão,POR,🇵🇹,FW,17,1999-06-10,44,5,Milan,ITA,https://en.wikipedia.org/wiki/Rafael_Le%C3%A3o,2,1,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
pedro-neto,Pedro Neto,Pedro Neto,POR,🇵🇹,FW,18,2000-03-09,25,3,Chelsea,ENG,https://en.wikipedia.org/wiki/Pedro_Neto,2,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
goncalo-guedes,Gonçalo Guedes,Gonçalo Guedes,POR,🇵🇹,FW,19,1996-11-29,34,8,Real Sociedad,ESP,https://en.wikipedia.org/wiki/Gon%C3%A7alo_Guedes,0,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
francisco-conceicao,Francisco Conceição,Francisco Conceição,POR,🇵🇹,FW,26,2002-12-14,17,4,Juventus,ITA,https://en.wikipedia.org/wiki/Francisco_Concei%C3%A7%C3%A3o,2,0,0,0,POR,Roberto Martínez,https://en.wikipedia.org/wiki/Portugal_national_football_team
utkir-yusupov,Utkir Yusupov,Utkir Yusupov,UZB,🇺🇿,GK,1,1991-01-04,40,0,Navbahor Namangan,UZB,https://en.wikipedia.org/wiki/Utkir_Yusupov,1,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
abduvohid-nematov,Abduvohid Nematov,Abduvohid Nematov,UZB,🇺🇿,GK,12,2001-03-20,8,0,Nasaf,UZB,https://en.wikipedia.org/wiki/Abduvohid_Nematov,1,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
botirali-ergashev,Botirali Ergashev,Botirali Ergashev,UZB,🇺🇿,GK,16,1995-06-23,2,0,Neftchi Fergana,UZB,https://en.wikipedia.org/wiki/Botirali_Ergashev,0,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
abdukodir-khusanov,Abdukodir Khusanov,Abdukodir Khusanov,UZB,🇺🇿,DF,2,2004-02-29,27,0,Manchester City,ENG,https://en.wikipedia.org/wiki/Abdukodir_Khusanov,2,0,1,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
khojiakbar-alijonov,Khojiakbar Alijonov,Khojiakbar Alijonov,UZB,🇺🇿,DF,3,1997-04-19,40,2,Pakhtakor,UZB,https://en.wikipedia.org/wiki/Khojiakbar_Alijonov,1,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
farrukh-sayfiev,Farrukh Sayfiev,Farrukh Sayfiev,UZB,🇺🇿,DF,4,1991-01-17,46,1,Neftchi Fergana,UZB,https://en.wikipedia.org/wiki/Farrukh_Sayfiev,1,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
rustam-ashurmatov,Rustam Ashurmatov,Rustam Ashurmatov,UZB,🇺🇿,DF,5,1996-07-07,49,1,Esteghlal,IRN,https://en.wikipedia.org/wiki/Rustam_Ashurmatov,2,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
sherzod-nasrullaev,Sherzod Nasrullaev,Sherzod Nasrullaev,UZB,🇺🇿,DF,13,1998-07-23,31,2,Nasaf,UZB,https://en.wikipedia.org/wiki/Sherzod_Nasrullaev,2,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
umar-eshmurodov,Umar Eshmurodov,Umar Eshmurodov,UZB,🇺🇿,DF,15,1992-11-30,29,0,Nasaf,UZB,https://en.wikipedia.org/wiki/Umar_Eshmurodov,0,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
abdulla-abdullaev,Abdulla Abdullaev,Abdulla Abdullaev,UZB,🇺🇿,DF,18,1997-09-01,17,0,Dibba,UAE,https://en.wikipedia.org/wiki/Abdulla_Abdullaev,2,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
bekhruz-karimov,Bekhruz Karimov,Bekhruz Karimov,UZB,🇺🇿,DF,24,2007-08-07,2,0,Surkhon Termiz,UZB,https://en.wikipedia.org/wiki/Bekhruz_Karimov,2,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
avazbek-ulmasaliev,Avazbek Ulmasaliev,Avazbek Ulmasaliev,UZB,🇺🇿,DF,25,2000-03-27,0,0,AGMK,UZB,https://en.wikipedia.org/wiki/Avazbek_Ulmasaliev,0,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
jakhongir-urozov,Jakhongir Urozov,Jakhongir Urozov,UZB,🇺🇿,DF,26,2004-01-18,4,0,Dinamo Samarqand,UZB,https://en.wikipedia.org/wiki/Jakhongir_Urozov,1,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
akmal-mozgovoy,Akmal Mozgovoy,Akmal Mozgovoy,UZB,🇺🇿,MF,6,1999-04-02,25,1,Pakhtakor,UZB,https://en.wikipedia.org/wiki/Akmal_Mozgovoy,2,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
otabek-shukurov,Otabek Shukurov,Otabek Shukurov,UZB,🇺🇿,MF,7,1996-06-22,84,9,Baniyas,UAE,https://en.wikipedia.org/wiki/Otabek_Shukurov,2,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
jamshid-iskanderov,Jamshid Iskanderov,Jamshid Iskanderov,UZB,🇺🇿,MF,8,1993-10-16,38,4,Neftchi Fergana,UZB,https://en.wikipedia.org/wiki/Jamshid_Iskanderov,0,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
odiljon-hamrobekov,Odiljon Hamrobekov,Odiljon Hamrobekov,UZB,🇺🇿,MF,9,1996-02-13,72,1,Tractor,IRN,https://en.wikipedia.org/wiki/Odiljon_Hamrobekov,1,0,1,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
ruslanbek-jiyanov,Ruslanbek Jiyanov,Ruslanbek Jiyanov,UZB,🇺🇿,MF,10,2001-06-05,5,0,Navbahor Namangan,UZB,https://en.wikipedia.org/wiki/Ruslanbek_Jiyanov,1,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
oston-urunov,Oston Urunov,Oston Urunov,UZB,🇺🇿,MF,11,2000-12-19,42,10,Persepolis,IRN,https://en.wikipedia.org/wiki/Oston_Urunov,1,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
dostonbek-khamdamov,Dostonbek Khamdamov,Dostonbek Khamdamov,UZB,🇺🇿,MF,17,1996-07-24,34,5,Pakhtakor,UZB,https://en.wikipedia.org/wiki/Dostonbek_Khamdamov,1,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
azizjon-ganiev,Azizjon Ganiev,Azizjon Ganiev,UZB,🇺🇿,MF,19,1998-02-22,19,0,Al Bataeh,UAE,https://en.wikipedia.org/wiki/Azizjon_Ganiev,1,0,0,0,UZB,Fabio Cannavaro,https://en.wikipedia.org/wiki/Uzbekistan_national_football_team
