player_slug,short_name,long_name,nationality_code,nationality_flag,position_roster,shirt_number,date_of_birth,caps,international_goals,club_roster,club_country_code,wiki_url,world_cup_apps_2026,world_cup_goals_2026,world_cup_yellow_2026,world_cup_red_2026,team_code,coach,team_wiki_url
juan-jose-caceres,Juan José Cáceres,Juan José Cáceres,PAR,🇵🇾,DF,4,2000-06-01,17,0,Dynamo Moscow,RUS,https://en.wikipedia.org/wiki/Juan_Jos%C3%A9_C%C3%A1ceres,3,0,1,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
fabian-balbuena,Fabián Balbuena,Fabián Balbuena,PAR,🇵🇾,DF,5,1991-08-23,48,2,Grêmio,BRA,https://en.wikipedia.org/wiki/Fabi%C3%A1n_Balbuena,0,0,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
junior-alonso,Júnior Alonso,Júnior Alonso,PAR,🇵🇾,DF,6,1993-02-09,71,3,Atlético Mineiro,BRA,https://en.wikipedia.org/wiki/J%C3%BAnior_Alonso,3,0,1,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
jose-canale,José Canale,José Canale,PAR,🇵🇾,DF,13,1996-07-20,2,0,Lanús,ARG,https://en.wikipedia.org/wiki/Jos%C3%A9_Canale,2,0,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
gustavo-gomez,Gustavo Gómez,Gustavo Gómez,PAR,🇵🇾,DF,15,1993-05-06,89,4,Palmeiras,BRA,https://en.wikipedia.org/wiki/Gustavo_G%C3%B3mez,3,0,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
alexandro-maidana,Alexandro Maidana,Alexandro Maidana,PAR,🇵🇾,DF,26,2005-07-26,2,1,Talleres,ARG,https://en.wikipedia.org/wiki/Alexandro_Maidana,2,0,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
ramon-sosa,Ramón Sosa,Ramón Sosa,PAR,🇵🇾,MF,7,1999-08-31,29,1,Palmeiras,BRA,https://en.wikipedia.org/wiki/Ram%C3%B3n_Sosa,1,0,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
diego-gomez,Diego Gómez,Diego Gómez,PAR,🇵🇾,MF,8,2003-03-27,24,3,Brighton & Hove Albion,ENG,https://en.wikipedia.org/wiki/Diego_G%C3%B3mez_(Paraguayan_footballer),3,0,2,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
miguel-almiron,Miguel Almirón,Miguel Almirón,PAR,🇵🇾,MF,10,1994-02-10,76,10,Atlanta United FC,USA,https://en.wikipedia.org/wiki/Miguel_Almir%C3%B3n,2,0,1,1,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
mauricio,Maurício,Maurício,PAR,🇵🇾,MF,11,2001-06-22,3,0,Palmeiras,BRA,https://en.wikipedia.org/wiki/Maur%C3%ADcio_(footballer%2C_born_2001),2,1,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
andres-cubas,Andrés Cubas,Andrés Cubas,PAR,🇵🇾,MF,14,1996-05-11,33,0,Vancouver Whitecaps FC,CAN,https://en.wikipedia.org/wiki/Andr%C3%A9s_Cubas,3,0,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
damian-bobadilla,Damián Bobadilla,Damián Bobadilla,PAR,🇵🇾,MF,16,2001-07-11,19,1,São Paulo,BRA,https://en.wikipedia.org/wiki/Dami%C3%A1n_Bobadilla,3,0,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
braian-ojeda,Braian Ojeda,Braian Ojeda,PAR,🇵🇾,MF,20,2000-06-27,17,0,Orlando City SC,USA,https://en.wikipedia.org/wiki/Braian_Ojeda,0,0,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
matias-galarza,Matías Galarza,Matías Galarza,PAR,🇵🇾,MF,23,2002-02-11,15,3,Atlanta United FC,USA,https://en.wikipedia.org/wiki/Mat%C3%ADas_Galarza_(Paraguayan_footballer),2,1,1,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
gustavo-caballero,Gustavo Caballero,Gustavo Caballero,PAR,🇵🇾,MF,24,2001-09-21,2,1,Portsmouth,ENG,https://en.wikipedia.org/wiki/Gustavo_Caballero,0,0,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
antonio-sanabria,Antonio Sanabria,Antonio Sanabria,PAR,🇵🇾,FW,9,1996-03-04,48,7,Cremonese,ITA,https://en.wikipedia.org/wiki/Antonio_Sanabria,1,0,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
kaku,Kaku,Kaku,PAR,🇵🇾,FW,17,1995-01-11,33,6,Al Ain,UAE,https://en.wikipedia.org/wiki/Kaku_(footballer),1,0,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
alex-arce,Álex Arce,Álex Arce,PAR,🇵🇾,FW,18,1995-06-16,15,1,Independiente Rivadavia,ARG,https://en.wikipedia.org/wiki/%C3%81lex_Arce,2,0,1,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
julio-enciso,Julio Enciso,Julio Enciso,PAR,🇵🇾,FW,19,2004-01-23,32,4,Strasbourg,FRA,https://en.wikipedia.org/wiki/Julio_Enciso_(footballer%2C_born_2004),3,0,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
gabriel-avalos,Gabriel Ávalos,Gabriel Ávalos,PAR,🇵🇾,FW,21,1991-07-09,23,2,Independiente,ARG,https://en.wikipedia.org/wiki/Gabriel_%C3%81valos,2,0,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
isidro-pitta,Isidro Pitta,Isidro Pitta,PAR,🇵🇾,FW,25,1999-08-14,5,0,Red Bull Bragantino,BRA,https://en.wikipedia.org/wiki/Isidro_Pitta,1,0,0,0,PAR,Gustavo Alfaro,https://en.wikipedia.org/wiki/Paraguay_national_football_team
mert-gunok,Mert Günok,Mert Günok,TUR,🇹🇷,GK,1,1989-03-01,37,0,Fenerbahçe,TUR,https://en.wikipedia.org/wiki/Mert_G%C3%BCnok,0,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
altay-bay-nd-r,Altay Bayındır,Altay Bayındır,TUR,🇹🇷,GK,12,1998-04-14,12,0,Manchester United,ENG,https://en.wikipedia.org/wiki/Altay_Bay%C4%B1nd%C4%B1r,0,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
ugurcan-cak-r,Uğurcan Çakır,Uğurcan Çakır,TUR,🇹🇷,GK,23,1996-04-05,39,0,Galatasaray,TUR,https://en.wikipedia.org/wiki/U%C4%9Furcan_%C3%87ak%C4%B1r,3,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
zeki-celik,Zeki Çelik,Zeki Çelik,TUR,🇹🇷,DF,2,1997-02-17,61,3,Roma,ITA,https://en.wikipedia.org/wiki/Zeki_%C3%87elik,2,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
merih-demiral,Merih Demiral,Merih Demiral,TUR,🇹🇷,DF,3,1998-03-05,62,6,Al-Ahli,KSA,https://en.wikipedia.org/wiki/Merih_Demiral,2,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
caglar-soyuncu,Çağlar Söyüncü,Çağlar Söyüncü,TUR,🇹🇷,DF,4,1996-05-23,60,2,Fenerbahçe,TUR,https://en.wikipedia.org/wiki/%C3%87a%C4%9Flar_S%C3%B6y%C3%BCnc%C3%BC,1,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
eren-elmal-,Eren Elmalı,Eren Elmalı,TUR,🇹🇷,DF,13,2000-07-07,23,0,Galatasaray,TUR,https://en.wikipedia.org/wiki/Eren_Elmal%C4%B1,2,0,1,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
abdulkerim-bardakc-,Abdülkerim Bardakcı,Abdülkerim Bardakcı,TUR,🇹🇷,DF,14,1994-09-07,27,2,Galatasaray,TUR,https://en.wikipedia.org/wiki/Abd%C3%BClkerim_Bardakc%C4%B1,3,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
ozan-kabak,Ozan Kabak,Ozan Kabak,TUR,🇹🇷,DF,15,2000-03-25,30,2,TSG Hoffenheim,GER,https://en.wikipedia.org/wiki/Ozan_Kabak,1,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
mert-muldur,Mert Müldür,Mert Müldür,TUR,🇹🇷,DF,18,1999-04-03,45,3,Fenerbahçe,TUR,https://en.wikipedia.org/wiki/Mert_M%C3%BCld%C3%BCr,3,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
ferdi-kad-oglu,Ferdi Kadıoğlu,Ferdi Kadıoğlu,TUR,🇹🇷,DF,20,1999-10-07,30,2,Brighton & Hove Albion,ENG,https://en.wikipedia.org/wiki/Ferdi_Kad%C4%B1o%C4%9Flu,2,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
samet-akaydin,Samet Akaydin,Samet Akaydin,TUR,🇹🇷,DF,25,1994-03-13,19,1,Çaykur Rizespor,TUR,https://en.wikipedia.org/wiki/Samet_Akaydin,0,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
salih-ozcan,Salih Özcan,Salih Özcan,TUR,🇹🇷,MF,5,1998-01-11,30,1,Borussia Dortmund,GER,https://en.wikipedia.org/wiki/Salih_%C3%96zcan,2,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
orkun-kokcu,Orkun Kökçü,Orkun Kökçü,TUR,🇹🇷,MF,6,2000-12-29,50,4,Beşiktaş,TUR,https://en.wikipedia.org/wiki/Orkun_K%C3%B6k%C3%A7%C3%BC,3,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
hakan-calhanoglu,Hakan Çalhanoğlu,Hakan Çalhanoğlu,TUR,🇹🇷,MF,10,1994-02-08,105,22,Inter Milan,ITA,https://en.wikipedia.org/wiki/Hakan_%C3%87alhano%C4%9Flu,2,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
ismail-yuksek,İsmail Yüksek,İsmail Yüksek,TUR,🇹🇷,MF,16,1999-01-26,32,1,Fenerbahçe,TUR,https://en.wikipedia.org/wiki/%C4%B0smail_Y%C3%BCksek,2,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
kaan-ayhan,Kaan Ayhan,Kaan Ayhan,TUR,🇹🇷,MF,22,1994-11-10,73,5,Galatasaray,TUR,https://en.wikipedia.org/wiki/Kaan_Ayhan,1,1,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
kerem-akturkoglu,Kerem Aktürkoğlu,Kerem Aktürkoğlu,TUR,🇹🇷,FW,7,1998-10-21,52,15,Fenerbahçe,TUR,https://en.wikipedia.org/wiki/Kerem_Akt%C3%BCrko%C4%9Flu,2,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
arda-guler,Arda Güler,Arda Güler,TUR,🇹🇷,FW,8,2005-02-25,29,6,Real Madrid,ESP,https://en.wikipedia.org/wiki/Arda_G%C3%BCler,3,1,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
deniz-gul,Deniz Gül,Deniz Gül,TUR,🇹🇷,FW,9,2004-07-02,8,2,Porto,POR,https://en.wikipedia.org/wiki/Deniz_G%C3%BCl,2,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
kenan-y-ld-z,Kenan Yıldız,Kenan Yıldız,TUR,🇹🇷,FW,11,2005-05-04,28,5,Juventus,ITA,https://en.wikipedia.org/wiki/Kenan_Y%C4%B1ld%C4%B1z,3,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
irfan-can-kahveci,İrfan Can Kahveci,İrfan Can Kahveci,TUR,🇹🇷,FW,17,1995-07-15,47,6,Kasımpaşa,TUR,https://en.wikipedia.org/wiki/%C4%B0rfan_Can_Kahveci,1,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
yunus-akgun,Yunus Akgün,Yunus Akgün,TUR,🇹🇷,FW,19,2000-07-07,19,4,Galatasaray,TUR,https://en.wikipedia.org/wiki/Yunus_Akg%C3%BCn,2,0,1,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
bar-s-alper-y-lmaz,Barış Alper Yılmaz,Barış Alper Yılmaz,TUR,🇹🇷,FW,21,2000-05-23,35,4,Galatasaray,TUR,https://en.wikipedia.org/wiki/Bar%C4%B1%C5%9F_Alper_Y%C4%B1lmaz,3,1,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
oguz-ayd-n,Oğuz Aydın,Oğuz Aydın,TUR,🇹🇷,FW,24,2000-10-27,11,0,Fenerbahçe,TUR,https://en.wikipedia.org/wiki/O%C4%9Fuz_Ayd%C4%B1n,1,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
can-uzun,Can Uzun,Can Uzun,TUR,🇹🇷,FW,26,2005-11-11,6,1,Eintracht Frankfurt,GER,https://en.wikipedia.org/wiki/Can_Uzun,2,0,0,0,TUR,Vincenzo Montella,https://en.wikipedia.org/wiki/Turkey_national_football_team
matt-turner,Matt Turner,Matt Turner,USA,🇺🇸,GK,1,1994-06-24,54,0,New England Revolution,USA,https://en.wikipedia.org/wiki/Matt_Turner_(soccer),1,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
matt-freese,Matt Freese,Matt Freese,USA,🇺🇸,GK,24,1998-09-02,15,0,New York City FC,USA,https://en.wikipedia.org/wiki/Matt_Freese,2,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
chris-brady,Chris Brady,Chris Brady,USA,🇺🇸,GK,25,2004-03-03,1,0,Chicago Fire FC,USA,https://en.wikipedia.org/wiki/Chris_Brady_(soccer),0,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
sergino-dest,Sergiño Dest,Sergiño Dest,USA,🇺🇸,DF,2,2000-11-03,39,3,PSV Eindhoven,NED,https://en.wikipedia.org/wiki/Sergi%C3%B1o_Dest,3,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
chris-richards,Chris Richards,Chris Richards,USA,🇺🇸,DF,3,2000-03-28,36,3,Crystal Palace,ENG,https://en.wikipedia.org/wiki/Chris_Richards_(soccer),2,0,1,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
antonee-robinson,Antonee Robinson,Antonee Robinson,USA,🇺🇸,DF,5,1997-08-08,54,5,Fulham,ENG,https://en.wikipedia.org/wiki/Antonee_Robinson,2,0,1,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
auston-trusty,Auston Trusty,Auston Trusty,USA,🇺🇸,DF,6,1998-08-12,8,0,Celtic,SCO,https://en.wikipedia.org/wiki/Auston_Trusty,2,1,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
miles-robinson,Miles Robinson,Miles Robinson,USA,🇺🇸,DF,12,1997-03-14,40,3,FC Cincinnati,USA,https://en.wikipedia.org/wiki/Miles_Robinson_(soccer),1,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
tim-ream,Tim Ream,Tim Ream,USA,🇺🇸,DF,13,1987-10-05,82,1,Charlotte FC,USA,https://en.wikipedia.org/wiki/Tim_Ream,2,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
alex-freeman,Alex Freeman,Alex Freeman,USA,🇺🇸,DF,16,2004-08-09,17,2,Villarreal,ESP,https://en.wikipedia.org/wiki/Alex_Freeman,3,1,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
max-arfsten,Max Arfsten,Max Arfsten,USA,🇺🇸,DF,18,2001-04-19,20,1,Columbus Crew,USA,https://en.wikipedia.org/wiki/Max_Arfsten,0,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
mark-mckenzie,Mark McKenzie,Mark McKenzie,USA,🇺🇸,DF,22,1999-02-25,29,0,Toulouse,FRA,https://en.wikipedia.org/wiki/Mark_McKenzie_(soccer%2C_born_1999),1,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
joe-scally,Joe Scally,Joe Scally,USA,🇺🇸,DF,23,2002-12-31,26,0,Borussia Mönchengladbach,GER,https://en.wikipedia.org/wiki/Joe_Scally,2,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
tyler-adams,Tyler Adams,Tyler Adams,USA,🇺🇸,MF,4,1999-02-14,54,2,Bournemouth,ENG,https://en.wikipedia.org/wiki/Tyler_Adams,2,0,1,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
giovanni-reyna,Giovanni Reyna,Giovanni Reyna,USA,🇺🇸,MF,7,2002-11-13,38,9,Borussia Mönchengladbach,GER,https://en.wikipedia.org/wiki/Giovanni_Reyna,3,1,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
weston-mckennie,Weston McKennie,Weston McKennie,USA,🇺🇸,MF,8,1998-08-28,66,12,Juventus,ITA,https://en.wikipedia.org/wiki/Weston_McKennie,3,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
sebastian-berhalter,Sebastian Berhalter,Sebastian Berhalter,USA,🇺🇸,MF,14,2001-05-10,13,1,Vancouver Whitecaps FC,CAN,https://en.wikipedia.org/wiki/Sebastian_Berhalter,3,1,1,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
cristian-roldan,Cristian Roldan,Cristian Roldan,USA,🇺🇸,MF,15,1995-06-03,47,0,Seattle Sounders FC,USA,https://en.wikipedia.org/wiki/Cristian_Roldan,0,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
malik-tillman,Malik Tillman,Malik Tillman,USA,🇺🇸,MF,17,2002-05-28,30,3,Bayer Leverkusen,GER,https://en.wikipedia.org/wiki/Malik_Tillman,3,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
ricardo-pepi,Ricardo Pepi,Ricardo Pepi,USA,🇺🇸,FW,9,2003-01-09,37,13,PSV Eindhoven,NED,https://en.wikipedia.org/wiki/Ricardo_Pepi,3,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
christian-pulisic,Christian Pulisic,Christian Pulisic,USA,🇺🇸,FW,10,1998-09-18,86,33,Milan,ITA,https://en.wikipedia.org/wiki/Christian_Pulisic,2,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
brenden-aaronson,Brenden Aaronson,Brenden Aaronson,USA,🇺🇸,FW,11,2000-10-22,58,9,Leeds United,ENG,https://en.wikipedia.org/wiki/Brenden_Aaronson,1,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
haji-wright,Haji Wright,Haji Wright,USA,🇺🇸,FW,19,1998-03-27,20,7,Coventry City,ENG,https://en.wikipedia.org/wiki/Haji_Wright,1,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
folarin-balogun,Folarin Balogun,Folarin Balogun,USA,🇺🇸,FW,20,2001-07-03,27,9,Monaco,FRA,https://en.wikipedia.org/wiki/Folarin_Balogun,2,2,1,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
timothy-weah,Timothy Weah,Timothy Weah,USA,🇺🇸,FW,21,2000-02-22,51,7,Marseille,FRA,https://en.wikipedia.org/wiki/Timothy_Weah,2,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
alejandro-zendejas,Alejandro Zendejas,Alejandro Zendejas,USA,🇺🇸,FW,26,1998-02-07,14,2,América,MEX,https://en.wikipedia.org/wiki/Alejandro_Zendejas,1,0,0,0,USA,Mauricio Pochettino,https://en.wikipedia.org/wiki/United_States_men's_national_soccer_team
eloy-room,Eloy Room,Eloy Room,CUW,🇨🇼,GK,1,1989-02-06,71,0,Miami FC,USA,https://en.wikipedia.org/wiki/Eloy_Room,3,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
tyrick-bodak,Tyrick Bodak,Tyrick Bodak,CUW,🇨🇼,GK,25,2002-05-15,4,0,Telstar,NED,https://en.wikipedia.org/wiki/Tyrick_Bodak,0,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
trevor-doornbusch,Trevor Doornbusch,Trevor Doornbusch,CUW,🇨🇼,GK,26,1999-07-06,8,0,VVV-Venlo,NED,https://en.wikipedia.org/wiki/Trevor_Doornbusch,0,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
shurandy-sambo,Shurandy Sambo,Shurandy Sambo,CUW,🇨🇼,DF,2,2001-08-19,8,0,Sparta Rotterdam,NED,https://en.wikipedia.org/wiki/Shurandy_Sambo,1,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
jurien-gaari,Juriën Gaari,Juriën Gaari,CUW,🇨🇼,DF,3,1993-12-23,60,1,Abha,KSA,https://en.wikipedia.org/wiki/Juri%C3%ABn_Gaari,2,0,1,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
roshon-van-eijma,Roshon van Eijma,Roshon van Eijma,CUW,🇨🇼,DF,4,1998-06-09,28,1,RKC Waalwijk,NED,https://en.wikipedia.org/wiki/Roshon_van_Eijma,1,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
sherel-floranus,Sherel Floranus,Sherel Floranus,CUW,🇨🇼,DF,5,1998-08-23,28,0,PEC Zwolle,NED,https://en.wikipedia.org/wiki/Sherel_Floranus,3,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
armando-obispo,Armando Obispo,Armando Obispo,CUW,🇨🇼,DF,18,1999-03-05,6,0,PSV Eindhoven,NED,https://en.wikipedia.org/wiki/Armando_Obispo,3,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
joshua-brenet,Joshua Brenet,Joshua Brenet,CUW,🇨🇼,DF,20,1994-03-20,18,2,Kayserispor,TUR,https://en.wikipedia.org/wiki/Joshua_Brenet,2,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
riechedly-bazoer,Riechedly Bazoer,Riechedly Bazoer,CUW,🇨🇼,DF,23,1996-10-12,5,0,Konyaspor,TUR,https://en.wikipedia.org/wiki/Riechedly_Bazoer,1,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
deveron-fonville,Deveron Fonville,Deveron Fonville,CUW,🇨🇼,DF,24,2003-05-16,2,0,NEC,NED,https://en.wikipedia.org/wiki/Deveron_Fonville,3,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
godfried-roemeratoe,Godfried Roemeratoe,Godfried Roemeratoe,CUW,🇨🇼,MF,6,1999-08-19,28,1,RKC Waalwijk,NED,https://en.wikipedia.org/wiki/Godfried_Roemeratoe,1,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
juninho-bacuna,Juninho Bacuna,Juninho Bacuna,CUW,🇨🇼,MF,7,1997-08-07,49,15,Volendam,NED,https://en.wikipedia.org/wiki/Juninho_Bacuna,3,0,2,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
livano-comenencia,Livano Comenencia,Livano Comenencia,CUW,🇨🇼,MF,8,2004-02-03,20,2,Zürich,SUI,https://en.wikipedia.org/wiki/Livano_Comenencia,3,1,1,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
leandro-bacuna,Leandro Bacuna,Leandro Bacuna,CUW,🇨🇼,MF,10,1991-08-21,72,16,Iğdır,TUR,https://en.wikipedia.org/wiki/Leandro_Bacuna,3,0,1,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
ar-jany-martha,Ar'jany Martha,Ar'jany Martha,CUW,🇨🇼,MF,15,2003-09-04,9,2,Rotherham United,ENG,https://en.wikipedia.org/wiki/Ar'jany_Martha,0,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
tahith-chong,Tahith Chong,Tahith Chong,CUW,🇨🇼,MF,21,1999-12-04,6,3,Sheffield United,ENG,https://en.wikipedia.org/wiki/Tahith_Chong,3,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
kevin-felida,Kevin Felida,Kevin Felida,CUW,🇨🇼,MF,22,1999-11-11,19,1,Den Bosch,NED,https://en.wikipedia.org/wiki/Kevin_Felida,0,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
jurgen-locadia,Jürgen Locadia,Jürgen Locadia,CUW,🇨🇼,FW,9,1993-11-07,13,1,Miami FC,USA,https://en.wikipedia.org/wiki/J%C3%BCrgen_Locadia,3,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
jeremy-antonisse,Jeremy Antonisse,Jeremy Antonisse,CUW,🇨🇼,FW,11,2002-03-29,27,4,Kifisia,GRE,https://en.wikipedia.org/wiki/Jeremy_Antonisse,2,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
sontje-hansen,Sontje Hansen,Sontje Hansen,CUW,🇨🇼,FW,12,2002-05-18,6,1,Middlesbrough,ENG,https://en.wikipedia.org/wiki/Sontje_Hansen,1,0,0,0,CUW,Dick Advocaat,https://en.wikipedia.org/wiki/Cura%C3%A7ao_national_football_team
