Player Name,Team Initials,world_cup_matches,tournaments
SOKRATIS,GRE,7,"2010, 2014"
SOLDO,CRO,3,2002
SOLE,ESP,3,1934
SOLIS,CRC,3,2002
SOLIS M.,CRC,3,2006
SOLOMATIN,RUS,3,2002
SOLSKJ�R,NOR,4,1998
SOMMER,SUI,4,2014
SONCK,BEL,4,2002
SONG,CMR,12,"1998, 2002, 2010, 2014"
SONGO'O,CMR,3,1994
SONGOO,CMR,3,2002
SORENSEN,DEN,4,2002
SORIN,ARG,8,"2002, 2006"
SOUDANI,ALG,4,2014
SOULEYMANOU,CMR,3,2010
SOUTHGATE,ENG,5,2002
SPAHI?,BIH,3,2014
SPECTOR,USA,4,2010
SPIRANOVIC,AUS,3,2014
SPYCHER,SUI,4,2006
SPYROPOULOS,GRE,3,2010
SQUILLACI,FRA,3,2010
SRNA,CRO,6,"2006, 2014"
STAELENS,BEL,4,1994
STAJNER,CZE,3,2006
STANIC,CRO,3,2002
STANKOVI?,SRB,3,2010
STANKOVIC,SCG,3,2006
STAUNTON,IRL,4,2002
STEKELENBURG,NED,11,"2006, 2010"
STELEA,ROU,5,1994
STENMAN,SWE,4,2006
STERJOVSKI,AUS,4,2006
STERLING,ENG,3,2014
STEVANOVI?,SVN,3,2010
STEWART,USA,9,"1994, 2002"
STOCH,SVK,4,2010
STOCKER,SUI,4,2014
STOITCHKOV,BUL,7,1994
STOJKOVI?,SRB,3,2010
STOJKOVIC,SCG,3,2006
STOJKOVIC,YUG,5,1990
STRBA,SVK,4,2010
STRELLER,SUI,4,2006
STRUPAR,BEL,4,2002
STRUWAY,PAR,4,2002
STURRIDGE,ENG,3,2014
SUAREZ,URU,7,2010
SUAREZ SANCHEZ,MEX,4,1994
SUAZO,CHI,4,2010
SUAZO,HON,3,2010
SUBA�I?,CRO,3,2014
SUBOTI?,SRB,3,2010
SUFFO,CMR,3,2002
SUKER,CRO,3,2002
SULAIMANI,KSA,5,"2002, 2006"
SULIMAN,KSA,3,2002
SUMAILA,GHA,3,2014
SUNG Nak Woon,KOR,2,1954
SUNGRYONG,KOR,4,2010
SUNGYUENG,KOR,4,2010
SUNSING,CRC,3,2002
SUZUKI,JPN,4,2002
SU�I?,BIH,3,2014
SVENSSON,SWE,4,2002
SVIDERSKYY,UKR,5,2006
SWIERCZEWSKI,POL,3,2002
SYLVA,SEN,5,2002
SYLVIO HOFFMANN,BRA,1,1934
SYTCHEV,RUS,3,2002
SZYMKOWIAK,POL,3,2006
Saad AL HUTTI,KUW,3,1982
Saber EID,EGY,3,1990
Sabri JABALLAH,TUN,3,1998
Sadok SASSI,TUN,3,1978
Safet SUSIC,YUG,8,"1982, 1990"
Said CHIBA,MAR,3,1998
Said DGHAY,MAR,3,1994
Salah ASSAD,ALG,6,"1982, 1986"
Salah KAROUI,TUN,3,1978
Salah LARBES,ALG,3,1982
Salaheddine BASSIR,MAR,3,1998
Salaheddine HMIED,MAR,4,1986
Saleh AL DAWOOD,KSA,4,1994
Salvador CARMONA,MEX,4,1998
Salvador FARFAN,MEX,3,1962
Salvador FLAMENCO CABEZAS,SLV,3,1970
Salvador FLORES,PAR,2,1930
Salvador MARIONA,SLV,3,1970
Salvador MOTA,MEX,2,1954
Salvador REYES,MEX,9,"1958, 1962, 1966"
Salvador SADURNI,ESP,3,1962
Salvador VILLALBA,PAR,3,1958
Salvatore BAGNI,ITA,4,1986
Salvatore SCHILLACI,ITA,7,1990
Sam MALCOLMSON,NZL,3,1982
Sam McILROY,NIR,8,"1982, 1986"
Sami AL HASHASH,KUW,3,1982
Sammy BAIRD,SCO,3,1958
Sammy CHAPMAN,NIR,5,1958
Sammy McCRORY,NIR,5,1958
Sammy NELSON,NIR,5,1982
Samson SIASIA,NGA,4,1994
Samuel AGUILAR,PAR,3,1958
Samuel CUBURU,MEX,3,1950
Samuel EKEME,CMR,3,1994
Samuel IPOUA,CMR,3,1998
Samuel ZAUBER,ROU,2,1930
Sandor BIRO,HUN,6,"1934, 1938"
Sandor GELLER,HUN,5,1954
Sandor GUJDAR,HUN,3,1978
Sandor KOCSIS,HUN,5,1954
Sandor MATRAI,HUN,12,"1958, 1962, 1966"
Sandor MULLER,HUN,3,1982
Sandor PINTER,HUN,3,1978
Sandor SALLAI,HUN,6,"1982, 1986"
Sandor ZOMBORI,HUN,3,1978
Sandro COIS,ITA,5,1998
Sandro MAZZOLA,ITA,12,"1966, 1970, 1974"
Sandro SALVADORE,ITA,6,"1962, 1966"
Sandy JARDINE,SCO,6,"1974, 1978"
Sanny ASLUND,SWE,3,1978
Santiago BENITEZ,PAR,2,1930
Santiago MENDEZ CORTES,SLV,3,1970
Santiago OSTOLAZA,URU,4,1990
Santiago SANTAMARIA,ARG,5,1982
Santiago URQUIAGA,ESP,5,1982
Santos URDINARAN,URU,4,1930
Sasa ILIC,SCG,3,2006
Saturnino MARTINEZ,MEX,2,1954
Saturnino OSORIO,SLV,3,1970
Savo MILOSEVIC,YUG,4,1998
Savvas KOFIDIS,GRE,3,1994
Schubert GAMBETTA,URU,4,1950
Scot GEMMILL,SCO,3,1998
Scott BOOTH,SCO,3,1998
Sebastiano NELA,ITA,4,1986
Sebastien FOURNIER,SUI,4,1994
See Han TAN,INH,1,1938
Segundo DURANDAL,BOL,2,1930
Seigo NARAZAKI,JPN,3,1998
Sepp HUEGI,SUI,4,1954
Sepp MAIER,FRG,25,"1966, 1970, 1974, 1978"
Serge DUCOSTE,HAI,3,1974
Serge RACINE,HAI,3,1974
Sergei ANDREYEV,URS,5,1982
Sergei BALTACHA,URS,5,1982
Sergei BOROVSKI,URS,5,1982
Sergei FOKIN,URS,3,1990
Sergei GORLUKOVICH,RUS,3,1994
Sergei GORLUKOVICH,URS,3,1990
Sergei KOTRIKADZE,URS,4,1962
Sergei KRAKOVSKY,URS,4,1986
Sergei RODIONOV,URS,9,"1982, 1986"
Sergei SALNIKOV,URS,5,1958
Sergei YURAN,RUS,3,1994
Sergio AHUMADA,CHI,3,1974
Sergio ALMIRON,ARG,7,1986
Sergio BATISTA,ARG,14,"1986, 1990"
Sergio BERTI,ARG,5,1998
Sergio BERTONI,ITA,4,1938
Sergio BRAVO,MEX,2,1954
Sergio CERVATO,ITA,3,1954
Sergio GORI,ITA,6,1970
Sergio GOYCOCHEA,ARG,11,"1990, 1994"
Sergio LIVINGSTONE,CHI,3,1950
Sergio MARTINEZ,URU,4,1990
Sergio MENDEZ,SLV,3,1970
Sergio NAVARRO,CHI,6,1962
Sergio SANTIN,URU,4,1986
Sergio VALDES,CHI,6,1962
Sergio VAZQUEZ,ARG,4,1994
Serguei ALEINIKOV,URS,7,"1986, 1990"
Severino MINELLI,SUI,5,"1934, 1938"
Severino REIJA,ESP,6,"1962, 1966"
Shaun BARTLETT,RSA,3,1998
Shinji ONO,JPN,3,1998
Shmuel ROSENTHAL,ISR,3,1970
Shoji JO,JPN,3,1998
Shraga BAR,ISR,3,1970
Siegmar WAETZLICH,GDR,6,1974
Sigge PARLING,SWE,6,1958
Sigi HELD,FRG,12,"1966, 1970"
Sigmund HARINGER,GER,4,1934
Sigurd RUSHFELDT,NOR,3,1994
Silvestre IGOA,ESP,6,1950
Silvio AQUINO,SLV,3,1982
Silvio MARIC,CRO,7,1998
Silvio MARZOLINI,ARG,7,"1962, 1966"
Silvio PIOLA,ITA,4,1938
Silviu BINDEA,ROU,3,"1934, 1938"
Silviu LUNG,ROU,4,1990
Sima MILOVANOV,YUG,3,1954
Simeon SIMEONOV,BUL,9,"1966, 1970, 1974"
Simon DONNELLY,SCO,3,1998
Simon LECUE,ESP,3,1934
Simon TCHOBANG,CMR,3,1982
Sinisa MIHAJLOVIC,YUG,4,1998
Sinisa ZLATKOVIC,YUG,3,1950
Sirajeddine CHIHI,TUN,3,1998
Sirio VERNATI,SUI,3,1938
Sjef VAN RUN,NED,1,1934
Skander SOUAYEH,TUN,3,1998
Slava METREVELI,URS,14,"1962, 1966, 1970"
Slaven BILIC,CRO,7,1998
Slavisa JOKANOVIC,YUG,4,1998
Slavko SVINJAREVIC,YUG,6,1962
Slobodan KOMLJENOVIC,YUG,4,1998
Smahi TRIKI,MAR,3,1998
Sol CAMPBELL,ENG,4,1998
Soren BUSK,DEN,4,1986
Soren COLDING,DEN,5,1998
Soren LERBY,DEN,4,1986
Spartaco LANDINI,ITA,3,1966
Spiros MARANGOS,GRE,3,1994
Srboljub KRIVOKUCA,YUG,10,"1958, 1962"
Srdjan MRKUSIC,YUG,3,1950
Srecko KATANEC,YUG,5,1990
Staffan TAPPER,SWE,9,"1974, 1978"
Stale SOLBAKKEN,NOR,4,1998
Stan ANDERSON,ENG,4,1962
Stan LIBUDA,FRG,6,1970
Stan MORTENSEN,ENG,3,1950
Stan VALCKX,NED,5,1994
Stanislaus KOBIERSKI,GER,4,1934
Stanislav CHERCHESOV,RUS,3,1994
Stanislav GRIGA,TCH,5,1990
Stanislav KARASI,YUG,6,1974
Stanislav SEMAN,TCH,3,1982
Stanislaw BARAN,POL,1,1938
Stanley MATTHEWS,ENG,6,"1950, 1954"
Stanley MENZO,NED,4,1990
Stefan ABADZHIEV,BUL,3,1966
Stefan ALADZHOV,BUL,6,"1970, 1974"
Stefan BARBU,ROU,2,1930
Stefan CAMBAL,TCH,4,1934
Stefan DOBAY,ROU,3,"1934, 1938"
Stefan EFFENBERG,GER,5,1994
Stefan KUNTZ,GER,5,1994
Stefan MAJEWSKI,POL,11,"1982, 1986"
Stefan PETTERSON,SWE,3,1990
Stefan PREDA,ROU,5,1994
Stefan REHN,SWE,7,1994
Stefan REUTER,FRG,7,1990
Stefan REUTER,GER,5,1998
Stefan SCHWARZ,SWE,10,"1990, 1994"
Stefan SKOUMAL,GER,2,1938
Stefan STAIKOV,BUL,3,1974
Stefan VELICHKOV,BUL,3,1974
Stefano TACCONI,ITA,7,1990
Steffen FREUND,GER,5,1998
Stelios MANOLAS,GRE,3,1994
Stellan NILSSON,SWE,5,1950
Sten PALSSON,SWE,3,1970
Stephan BRUEY,FRA,6,1958
Stephan ENGELS,FRG,7,1982
Stephan LEHMANN,SUI,4,1994
Stephane CHAPUISAT,SUI,4,1994
Stephane DEMOL,BEL,11,"1986, 1990"
Stephane GUIVARCH,FRA,7,1998
Stephane VAN DER HEYDEN,BEL,4,1994
Stephen KESHI,NGA,4,1994
Stephen MALCOLM,JAM,3,1998
Stephen NICOL,SCO,3,1986
Stephen TATAW,CMR,8,"1990, 1994"
Stere ADAMACHE,ROU,3,1970
Steve ARCHIBALD,SCO,6,"1982, 1986"
Steve BULL,ENG,7,1990
Steve COPPELL,ENG,5,1982
Steve FOSTER,ENG,5,1982
Steve HODGE,ENG,12,"1986, 1990"
Steve McMAHON,ENG,7,1990
Steve STAUNTON,IRL,9,"1990, 1994"
Steve SUMNER,NZL,3,1982
Steve TRITTSCHUH,USA,3,1990
Steve WOODDIN,NZL,3,1982
Steven PENNEY,NIR,3,1986
Stewart McKIMMIE,SCO,3,1990
Stig SUNDQVIST,SWE,5,1950
Stig TOFTING,DEN,5,1998
Stjepan BOBEK,YUG,6,"1950, 1954"
Stjepan DEVERIC,YUG,3,1982
Stoicho MLADENOV,BUL,4,1986
Stoicho STOILOV,BUL,3,1998
Stoyan KITOV,BUL,6,"1962, 1966"
Stoyan YORDANOV,BUL,3,1970
Stratos APOSTOLAKIS,GRE,3,1994
Stuart IMLACH,SCO,3,1958
Stuart KENNEDY,SCO,3,1978
Stuart McCALL,SCO,3,1990
Stuart PEARCE,ENG,7,1990
Stuart WILLIAMS,WAL,5,1958
Suat MAMAT,TUR,3,1954
Sukru ERSOY,TUR,3,1954
Sunday OLISEH,NGA,4,1998
Sune ANDERSSON,SWE,5,1950
Suvarte SOEDARMADJI,INH,1,1938
Svatopluk PLUSKAL,TCH,12,"1954, 1958, 1962"
Sven ANDERSSON,SWE,5,"1934, 1990"
Sven AXBOM,SWE,6,1958
Sven HABERMANN,CAN,3,1986
Sven JACOBSSON,SWE,3,1938
Sven JONASSON,SWE,5,"1934, 1938"
Sven LINDMAN,SWE,6,1974
Sven UNGER,SWE,3,1938
Sven-Gunnar LARSSON,SWE,9,"1970, 1974"
Sverre HANSEN,NOR,1,1938
Sverre NORDBY,NOR,1,1938
Syd OWEN,ENG,3,1954
S�RENSEN,DEN,3,2010
T H KWAK,KOR,3,2014
T LI,CHN,3,2002
T SILVA,BRA,7,2014
T U CHOI,KOR,7,2002
T Y KIM,KOR,7,2002
T. CHERIF,TOG,3,2006
T. KOLO,CIV,3,2014
T. McKINLAY,SCO,3,1998
T. SILVA,BRA,5,2010
T.A. FLO,NOR,4,1998
TACHIE MENSAH,GHA,4,2006
TACHTSIDIS,GRE,4,2014
TAFFAREL,BRA,18,"1990, 1994, 1998"
TAGGART,AUS,3,2014
TAGOE,GHA,5,2010
TAHAR,MAR,3,1994
TAIDER,ALG,4,2014
TAIWO,NGA,3,2010
TAKAHARA,JPN,3,2006
TAMADA,JPN,7,"2006, 2010"
TASCI,GER,7,2010
TAVARELLI,PAR,4,2002
TAVCAR,SVN,3,2002
TAYFUR,TUR,7,2002
TCHAGNIROU,TOG,3,2006
TCHAMI,CMR,6,"1994, 1998"
TCHANGAI,TOG,3,2006
TCHATO,CMR,3,2002
TEILHERBER,INH,1,1938
TEJEDA Y.,CRC,5,2014
TELLO,CHI,4,2010
TEO,COL,5,2014
TEOPHILO,BRA,2,1930
TERRY,ENG,9,"2006, 2010"
TEVEZ,ARG,10,"2006, 2010"
THABET,TUN,3,2002
THEOBALD,TRI,3,2006
THIAGO MOTTA,ITA,3,2014
THIAW,SEN,5,2002
THIJS,BEL,4,2002
THOMAS,HON,3,2010
THOMPSON,AUS,4,2006
THURAM,FRA,10,"2002, 2006"
THWALA,RSA,3,2010
TIAGO,POR,11,"2006, 2010"
TIENE,CIV,3,2010
TIGANJ,SVN,3,2002
TIM,BRA,5,1938
TIMMER,NED,4,2006
TINOCO,BRA,1,1934
TIOTE,CIV,6,"2010, 2014"
TITA,BRA,4,1990
TITI BUENGO,ANG,3,2006
TITOV,RUS,3,2002
TIZIE,CIV,3,2006
TODA,JPN,4,2002
TOFTING,DEN,4,2002
TOKIC,CRO,3,2006
TOLDO,ITA,4,2002
TOLEDO,PAR,3,2006
TOMAS,CRO,6,"2002, 2006"
TOMAS,ESP,5,1986
TOMASSON,DEN,7,"2002, 2010"
TOMMASI,ITA,4,2002
TONI,ITA,7,2006
TONINHO,BRA,7,1978
TONINHO CEREZO,BRA,12,"1978, 1982"
TOROSIDIS,GRE,7,"2010, 2014"
TORRES,ESP,10,"2010, 2014"
TORRES,PAR,5,2010
TORRES,USA,4,2010
TOSELLI,CHI,4,2014
TOSTAO,BRA,9,"1966, 1970"
TOTTI,ITA,4,2002
TOTTI ,ITA,7,2006
TOULALAN,FRA,3,2010
TOURE K.,CIV,3,2006
TOURE KOLO,CIV,3,2010
TOURE Y.,CIV,3,2006
TOURE YAYA,CIV,6,"2010, 2014"
TO�I?,SRB,3,2010
TRABELSI,TUN,3,2002
TRABELSI ,TUN,3,2006
TRAORE,SEN,5,2002
TREZEGUET,FRA,10,"2002, 2006"
TRIKI,MAR,3,1994
TROCHOWSKI,GER,7,2010
TROISI,AUS,3,2014
TSHABALALA,RSA,3,2010
TSUBOI,JPN,3,2006
TUDOR,CRO,3,2006
TUGAY,TUR,7,2002
TUKAR,KSA,3,2002
TUKER,KSA,3,2006
TULIO,JPN,4,2010
TURCIOS,HON,3,2010
TYMOSCHUK,UKR,5,2006
TZAVELLAS,GRE,4,2014
TZIOLIS,GRE,7,"2010, 2014"
TZORVAS,GRE,3,2010
Tab RAMOS,USA,6,"1990, 1998"
Tadeas KRAUS,TCH,6,"1954, 1958"
Tadeusz DOLNY,POL,7,1982
Taher ABOU ZEID,EGY,3,1990
Taher EL KHALEJ,MAR,3,1998
Takashi HIRANO,JPN,3,1998
Talal JEBRIN,KSA,4,1994
Tarcisio BURGNICH,ITA,12,"1966, 1970, 1974"
Tarek DHIAB,TUN,3,1978
Tarek SOLIMAN,EGY,3,1990
Tarek THABET,TUN,3,1998
Taribo WEST,NGA,4,1998
Tassos MITROPOULOS,GRE,3,1994
Ted BURGIN,ENG,3,1954
Ted DITCHBURN,ENG,3,1950
Teddy LUCIC,SWE,7,1994
Teddy SHERINGHAM,ENG,4,1998
Tedj BENSAOULA,ALG,6,"1982, 1986"
Temime LAKHZAMI,TUN,3,1978
Tengiz SULAKVELIDZE,URS,5,1982
Teofilo CUBILLAS,PER,13,"1970, 1978, 1982"
Teofilo SPASOJEVIC,YUG,3,1930
Terence MOORE,CAN,3,1986
Terry BUTCHER,ENG,17,"1982, 1986, 1990"
Terry COOPER,ENG,4,1970
Terry FENWICK,ENG,5,1986
Terry MEDWIN,WAL,5,1958
Terry McDERMOTT,ENG,5,1982
Terry PAINE,ENG,6,1966
Terry PHELAN,IRL,4,1994
Teruyoshi ITO,JPN,3,1998
Thabet EL BATAL,EGY,3,1990
Thanasis KOLITSIDAKIS,GRE,3,1994
Themba MNGUNI,RSA,3,1998
Theo CUSTERS,BEL,5,1982
Theo DE JONG,NED,7,1974
Theo SNELDERS,NED,5,1994
Theodor REIMANN,TCH,2,1954
Theodor WAGNER,AUT,5,1954
Theodore NOUWENS,BEL,2,1930
Theodore WHITMORE,JAM,3,1998
Theophile ABEGA,CMR,3,1982
Thierry HENRY,FRA,7,1998
Thierry TUSSEAU,FRA,7,1986
Thomas AHLSTROM,SWE,6,1974
Thomas ALLOFS,FRG,7,1982
Thomas BERTHOLD,FRG,14,"1986, 1990"
Thomas BERTHOLD,GER,5,1994
Thomas BICKEL,SUI,4,1994
Thomas DOOLEY,USA,3,1998
Thomas FINNEY,NIR,5,1982
Thomas HAESSLER,FRG,7,1990
Thomas HELMER,GER,5,1998
Thomas HELVEG,DEN,5,1998
Thomas LIBIIH,CMR,8,"1990, 1994"
Thomas MYHRE,NOR,4,1998
Thomas NKONO,CMR,11,"1982, 1990, 1994"
Thomas NORDAHL,SWE,3,1970
Thomas RAVELLI,SWE,10,"1990, 1994"
Thomas SJOBERG,SWE,3,1978
Thomas STRUNZ,GER,5,1994
Thomas WYSS,SUI,4,1994
Thompson OLIHA,NGA,4,1994
Thomson ALLAN,SCO,3,1974
Tibor KEMENY,HUN,2,1934
Tibor NYILASI,HUN,6,"1978, 1982"
Tibor RAB,HUN,6,"1978, 1982"
Tibor SELYMES,ROU,4,1998
Tihomir OGNJANOV,YUG,6,"1950, 1954"
Tijani BABANGIDA,NGA,4,1998
Tim FLOWERS,ENG,4,1998
Tino LETTIERI,CAN,3,1986
Titus BUBERNIK,TCH,10,"1958, 1962"
Tivadar MONOSTORI,HUN,8,"1958, 1962"
Tjaak PATTIWAEL,INH,1,1938
Todor DIEV,BUL,3,1962
Todor KOLEV,BUL,3,1970
Tom AMRHEIN,USA,1,1934
Tom BAKER,WAL,5,1958
Tom BOYD,SCO,3,1998
Tom FINNEY,ENG,10,"1950, 1954, 1958"
Tom FLORIE,USA,4,"1930, 1934"
Tom FORSYTH,SCO,3,1978
Tom LYNCH,USA,1,1934
Tom TURESSON,SWE,3,1970
Tomas BALCAZAR,MEX,2,1954
Tomas BOY,MEX,5,1986
Tomas BROLIN,SWE,10,"1990, 1994"
Tomas FERNANDEZ,CUB,3,1938
Tomas KRIZ,TCH,3,1982
Tomas OJEDA,CHI,3,1930
Tomas PINEDA,SLV,3,1970
Tomas POSPICHAL,TCH,6,1962
Tomas SKUHRAVY,TCH,5,1990
Tomislav CRNKOVIC,YUG,7,"1954, 1958"
Tomislav IVKOVIC,YUG,5,1990
Tommy BANKS,ENG,4,1958
Tommy CASEY,NIR,5,1958
Tommy CASSIDY,NIR,5,1982
Tommy COYNE,IRL,4,1994
Tommy DOCHERTY,SCO,5,"1954, 1958"
Tommy HAMILL,NIR,5,1958
Tommy HUTCHISON,SCO,3,1974
Tommy SVENSSON,SWE,3,1970
Tommy TAYLOR,ENG,3,1954
Tommy WRIGHT,ENG,4,1970
Tommy YOUNGER,SCO,3,1958
Toni ALLEMANN,SUI,3,1962
Toni POLSTER,AUT,6,"1990, 1998"
Toni SCHALL,AUT,4,1934
Toni TUREK,FRG,6,1954
Tony ADAMS,ENG,4,1998
Tony CASCARINO,IRL,9,"1990, 1994"
Tony DORIGO,ENG,7,1990
Tony MEOLA,USA,7,"1990, 1994"
Tony WOODCOCK,ENG,5,1982
Toon OPRINSEN,NED,1,1934
Torbjorn NILSSON,SWE,3,1978
Tore KELLER,SWE,5,"1934, 1938"
Tore SVENSSON,SWE,6,1958
Torsten LINDBERG,SWE,5,1950
Toshihide SAITO,JPN,3,1998
Toshihiro HATTORI,JPN,3,1998
Toza VESELINOVIC,YUG,7,"1954, 1958"
Tranquilino GARCETE,PAR,2,1930
Trevor BROOKING,ENG,5,1982
Trevor EDWARDS,WAL,5,1958
Trevor FRANCIS,ENG,5,1982
Trevor STEVEN,ENG,12,"1986, 1990"
Trifon IVANOV,BUL,3,1998
Trols RASMUSSEN,DEN,4,1986
Tsanko TSVETANOV,BUL,7,1994
Tshinabu WA MUNDA,ZAI,3,1974
Tsonyo VASILEV,BUL,3,1974
Tubilandu NDIMBI,ZAI,3,1974
Tullio GRASSI,SUI,3,1938
Turgay SEREN,TUR,3,1954
Txiki BEGUIRISTAIN,ESP,5,1994
U. DE LA CRUZ ,ECU,4,2006
UCHE,NGA,7,"1998, 2010"
UCHEBO,NGA,4,2014
UCHIDA,JPN,7,"2010, 2014"
UDEZE,NGA,3,2002
UJFALUSI,CZE,3,2006
UMA�A M.,CRC,8,"2006, 2014"
UMIT DAVALA,TUR,7,2002
UMIT OZAT,TUR,7,2002
UPSON,ENG,4,2010
URE�A M.,CRC,5,2014
USTARI,ARG,5,2006
UTAKA,NGA,6,"2002, 2010"
UZOENYI,NGA,4,2014
Ubaldo FILLOL,ARG,18,"1974, 1978, 1982"
Uche OKAFOR,NGA,8,"1994, 1998"
Uche OKECHUKWU,NGA,4,1994
Ugo FERRANTE,ITA,6,1970
Ugo LOCATELLI,ITA,4,1938
Ulf KIRSTEN,GER,10,"1994, 1998"
Uli BIESINGER,FRG,6,1954
Uli HOENESS,FRG,7,1974
Uli STIELIKE,FRG,7,1982
Ulises POIRIER,CHI,3,1930
Ulrich STEIN,FRG,7,1986
Ulrich VAN GOBBEL,NED,5,1994
Ulrik JANSSON,SWE,3,1990
Umberto CALIGARIS,ITA,5,1934
Urbano RIVERA,URU,5,1954
Uwe BEIN,FRG,7,1990
Uwe RAHN,FRG,7,1986
Uwe REINDERS,FRG,7,1982
Uwe SEELER,FRG,22,"1958, 1962, 1966, 1970"
V. BEREZUTSKIY,RUS,3,2014
V. BOMMEL,NED,11,"2006, 2010"
V. BRONCKHORST,NED,11,"2006, 2010"
V. CACERES,PAR,5,2010
V. NISTELROOY,NED,4,2006
V. PERSIE,NED,18,"2006, 2010, 2014"
V.D.DRIESSCHE,BEL,4,2002
V.D.HAEGHE,BEL,4,2002
V.D.HEYDEN,BEL,4,2002
V.HASHEMIAN,IRN,3,2006
V.KERCKHOVEN,BEL,4,2002
V.TALEBLOO,IRN,3,2006
V.VALDES,ESP,7,2010
VALBUENA,FRA,8,"2010, 2014"
VALDERRAMA,COL,6,"1994, 1998"
VALDES,COL,5,2014
VALDIVIA,CHI,8,"2010, 2014"
VALDO,BRA,9,"1986, 1990"
VALDOMIRO,BRA,7,1974
VALENCIA,COL,6,"1994, 1998"
VALERI,AUS,3,2010
VALERON,ESP,5,2002
VALLADARES,HON,6,"2010, 2014"
VALLEJOS,CRC,3,2002
VAMPETA,BRA,7,2002
VAN BUYTEN,BEL,9,"2002, 2014"
VAN DER ELST,BEL,4,1994
VAN DER SAR,NED,4,2006
VAN DER VAART,NED,11,"2006, 2010"
VAN DER WIEL,NED,7,2010
VAN MEIR,BEL,4,2002
VANDEN BORRE,BEL,5,2014
VARANE,FRA,5,2014
VARELA,POR,3,2014
VARGAS,CHI,4,2014
VARGAS,COL,5,2014
VASHCHUK,UKR,5,2006
VASILJ,CRO,3,2002
VASSELL,ENG,5,2002
VAVA,BRA,12,"1958, 1962"
VELLOSO,BRA,2,1930
VELTMAN,NED,7,2014
VELUDO,BRA,3,1954
VENNEGOOR OF HESSELINK,NED,4,2006
VERA,PAR,5,2010
VERHAEGH,NED,7,2014
VERHEYEN,BEL,4,2002
VERMAELEN,BEL,5,2014
VERMANT,BEL,4,2002
VERON,ARG,8,"2002, 2010"
VERON,PAR,5,2010
VERRATTI,ITA,3,2014
VERTONGHEN,BEL,5,2014
VER�N,ARG,5,1998
VICELICH,NZL,3,2010
VICENTE,POR,6,1966
VICTOR,BRA,7,2014
VICTOR,ESP,5,1986
VICTORINO,URU,7,2010
VIDA,CRO,3,2014
VIDAL,CHI,8,"2010, 2014"
VIDI?,SRB,3,2010
VIDIC,SCG,3,2006
VIDOSIC,AUS,6,"2010, 2014"
VIDUKA,AUS,4,2006
VIEIRA,FRA,10,"2002, 2006"
VIEIRINHA,POR,3,2014
VIERA,CIV,3,2014
VIERI,ITA,4,2002
VILLA,MEX,4,1998
VILLAR,PAR,7,"2002, 2006"
VIOLA,BRA,7,1994
VITERI,ECU,3,2002
VITOR BAIA,POR,3,2002
VITTEK,SVK,4,2010
VI�?A,BIH,3,2014
VLAAR,NED,7,2014
VLAOVIC,CRO,3,2002
VOGEL,SUI,4,2006
VON BERGEN,SUI,7,"2010, 2014"
VONK,RSA,3,2002
VORM,NED,14,"2010, 2014"
VORO,ESP,5,1994
VOROBYEY,UKR,5,2006
VORONIN,UKR,5,2006
VORSAH,GHA,5,2010
VRANJES,CRO,6,"2002, 2006"
VRANJE�,BIH,3,2014
VRSALJKO,CRO,3,2014
VR�AJEVI?,BIH,3,2014
VUGDALIC,SVN,3,2002
VUGRINEC,CRO,3,2002
VUKIC,SCG,3,2006
VUKOJEVI?,CRO,3,2014
VYNTRA,GRE,7,"2010, 2014"
Vaclav HORAK,TCH,3,1938
Vaclav HOVORKA,TCH,4,1958
Vaclav MASEK,TCH,6,1962
Vaclav MIGAS,TCH,3,1970
Vaclav NEMECEK,TCH,5,1990
Vadim YEVTUSHENKO,URS,9,"1982, 1986"
Vagiz KHIDIYATULLIN,URS,8,"1982, 1990"
Vahid HALILHODZIC,YUG,3,1982
Vaios KARAGIANNIS,GRE,3,1994
Valentin AFONIN,URS,10,"1966, 1970"
Valentin BUBUKIN,URS,5,1958
Valentin IVANOV,URS,9,"1958, 1962"
Valeri BROSHIN,URS,3,1990
Valeri KARPIN,RUS,3,1994
Valeri VORONIN,URS,10,"1962, 1966"
Valeri ZIKOV,URS,4,1970
Valeriy PORKUYAN,URS,10,"1966, 1970"
Vasil DRAGOLOV,BUL,4,1986
Vasil METODIEV,BUL,3,1966
Vasil MITKOV,BUL,3,1970
Vasile CHIROIU,ROU,2,1938
Vasile DEHELEANU,ROU,1,1934
Vasile GHERGHELY,ROU,3,1970
Vasili RATS,URS,7,"1986, 1990"
Vasilije SIJAKOVIC,YUG,10,"1958, 1962"
Vasilis DIMITRIADIS,GRE,3,1994
Vasily DANILOV,URS,6,1966
Vegard HEGGEM,NOR,4,1998
Velimir ZAJEC,YUG,3,1982
Velko YOTOV,BUL,7,1994
Venancio RAMOS,URU,4,1986
Viacheslav CHANOV,URS,5,1982
Vic CROWE,WAL,5,1958
Vicente ARRAYA,BOL,1,1950
Vicente ASENSI,ESP,6,1950
Victor ALGARANAZ,BOL,1,1950
Victor ARISTIZABAL,COL,3,1994
Victor BANNIKOV,URS,6,1966
Victor BROWN,BOL,1,1950
Victor CHANOV,URS,5,1982
Victor DIOGO,URU,4,1986
Victor ESPARRAGO,URU,13,"1966, 1970, 1974"
Victor IKPEBA,NGA,4,1994
Victor MEES,BEL,2,1954
